customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_month_in_2011,CW
GH49378,California,0,Basic,Bachelor,2011-02-18,Employed,F,Rural,Married,Personal,3,2,Web,Four-Door Car,Midsize,2,7
MZ30958,Nevada,0,Extended,High School or Below,2011-02-25,Retired,M,Suburban,Married,Corporate,2,1,Agent,Two-Door Car,Midsize,2,8
FU55433,Arizona,0,Basic,High School or Below,2011-02-24,Employed,M,Suburban,Married,Corporate,2,2,Branch,Two-Door Car,Midsize,2,8
SZ14518,California,0,Basic,College,2011-01-18,Unemployed,F,Suburban,Divorced,Personal,3,3,Call Center,Four-Door Car,Midsize,1,3
XI58886,California,0,Basic,High School or Below,2011-01-09,Employed,M,Rural,Married,Personal,1,2,Branch,Two-Door Car,Midsize,1,1
NL17031,Washington,0,Extended,High School or Below,2011-02-28,Unemployed,M,Suburban,Single,Personal,3,2,Agent,Two-Door Car,Midsize,2,9
OB32861,Nevada,0,Extended,High School or Below,2011-01-21,Unemployed,M,Suburban,Married,Special,2,4,Web,Two-Door Car,Midsize,1,3
PU34934,Arizona,0,Extended,College,2011-01-23,Employed,F,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Midsize,1,3
WX87964,Washington,0,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,2,7
RC44077,California,1,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal,3,2,Agent,Two-Door Car,Midsize,2,8
ZQ48144,California,0,Extended,Bachelor,2011-01-11,Employed,F,Rural,Married,Corporate,3,4,Web,Four-Door Car,Midsize,1,2
MA83261,Arizona,0,Basic,High School or Below,2011-01-18,Employed,M,Rural,Divorced,Corporate,3,2,Call Center,Two-Door Car,Midsize,1,3
ER63193,California,0,Extended,High School or Below,2011-01-25,Employed,F,Urban,Married,Corporate,2,1,Branch,Four-Door Car,Midsize,1,4
XZ34917,Washington,0,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Small,1,2
ZG90341,Oregon,0,Premium,Bachelor,2011-02-07,Employed,M,Suburban,Single,Personal,2,1,Branch,Four-Door Car,Midsize,2,6
KR82385,California,0,Basic,Master,2011-01-26,Employed,M,Suburban,Single,Personal,3,4,Call Center,Two-Door Car,Midsize,1,4
MC48570,Arizona,0,Basic,Doctor,2011-02-26,Disabled,F,Urban,Married,Personal,2,2,Web,Two-Door Car,Midsize,2,8
MP13698,Oregon,0,Premium,College,2011-01-29,Unemployed,F,Suburban,Single,Personal,1,2,Agent,Two-Door Car,Midsize,1,4
JE84351,Oregon,0,Extended,Bachelor,2011-01-04,Employed,M,Suburban,Single,Personal,3,2,Agent,Two-Door Car,Small,1,1
BU72276,California,1,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Small,1,2
DC78147,Arizona,1,Extended,College,2011-01-08,Unemployed,M,Suburban,Single,Personal,2,1,Agent,SUV,Midsize,1,1
DB17162,Arizona,0,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Married,Personal,2,3,Branch,Four-Door Car,Small,2,7
TG97744,Oregon,1,Extended,Bachelor,2011-01-26,Employed,F,Suburban,Divorced,Corporate,2,1,Agent,Four-Door Car,Midsize,1,4
QT26393,California,0,Basic,Bachelor,2011-02-24,Medical Leave,M,Urban,Divorced,Personal,3,4,Agent,Two-Door Car,Midsize,2,8
UG49716,Washington,0,Basic,College,2011-01-03,Unemployed,F,Suburban,Single,Personal,3,1,Branch,Sports Car,Large,1,1
HF11584,Arizona,0,Basic,Master,2011-01-11,Employed,M,Suburban,Married,Personal,3,1,Branch,SUV,Midsize,1,2
YU79270,Arizona,0,Basic,College,2011-01-15,Medical Leave,M,Suburban,Single,Personal,1,1,Branch,Four-Door Car,Midsize,1,2
HU81007,Oregon,0,Basic,Bachelor,2011-02-28,Disabled,F,Suburban,Divorced,Personal,3,1,Agent,SUV,Midsize,2,9
XH53960,Arizona,0,Basic,Bachelor,2011-02-12,Unemployed,F,Suburban,Single,Personal,3,3,Agent,Four-Door Car,Small,2,6
MM62953,Arizona,0,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Married,Personal,3,3,Agent,Four-Door Car,Midsize,2,7
DA74095,Arizona,0,Premium,Bachelor,2011-02-18,Employed,F,Suburban,Married,Personal,3,1,Call Center,Sports Car,Midsize,2,7
QD46343,Arizona,1,Extended,High School or Below,2011-01-05,Employed,F,Suburban,Married,Personal,3,3,Agent,Four-Door Car,Small,1,1
FR17176,Arizona,0,Basic,High School or Below,2011-02-23,Unemployed,F,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,2,8
WY26014,California,0,Extended,High School or Below,2011-01-19,Employed,F,Urban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1,3
RY32848,Oregon,0,Extended,Doctor,2011-02-21,Employed,M,Rural,Married,Personal,3,2,Call Center,SUV,Midsize,2,8
JG83987,Arizona,0,Extended,Bachelor,2011-01-13,Employed,F,Urban,Married,Personal,3,3,Web,Two-Door Car,Large,1,2
MQ48266,Arizona,0,Basic,Bachelor,2011-01-11,Employed,F,Urban,Married,Personal,3,1,Agent,Two-Door Car,Midsize,1,2
EA68909,California,0,Basic,Bachelor,2011-02-08,Employed,M,Suburban,Single,Personal,3,2,Agent,Four-Door Car,Midsize,2,6
KP51068,Oregon,0,Basic,Bachelor,2011-02-01,Employed,M,Urban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,2,5
CM78608,California,0,Basic,High School or Below,2011-01-31,Employed,F,Rural,Divorced,Personal,3,2,Call Center,Two-Door Car,Midsize,1,5
TZ11597,California,0,Basic,College,2011-01-17,Employed,M,Rural,Married,Personal,3,2,Branch,Two-Door Car,Midsize,1,3
GS76685,California,1,Basic,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Corporate,3,1,Branch,SUV,Midsize,2,7
BR40272,California,0,Premium,College,2011-01-30,Employed,M,Suburban,Married,Personal,2,2,Branch,Four-Door Car,Midsize,1,4
FX36546,Washington,0,Extended,Master,2011-01-17,Employed,M,Rural,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1,3
FY31714,Oregon,0,Extended,Bachelor,2011-02-19,Employed,M,Urban,Single,Personal,3,2,Call Center,Four-Door Car,Large,2,7
HH49391,Oregon,0,Extended,High School or Below,2011-01-10,Retired,M,Suburban,Divorced,Special,1,3,Web,SUV,Midsize,1,2
WG26617,Oregon,0,Extended,Bachelor,2011-02-28,Employed,M,Rural,Married,Personal,3,1,Web,Two-Door Car,Midsize,2,9
JL97265,Oregon,0,Basic,Master,2011-01-07,Unemployed,M,Suburban,Married,Personal,3,2,Web,Four-Door Car,Midsize,1,1
QQ25666,Arizona,0,Basic,High School or Below,2011-01-25,Employed,M,Urban,Married,Personal,3,2,Branch,Luxury Car,Midsize,1,4
VE72838,Arizona,1,Premium,High School or Below,2011-02-01,Employed,F,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Midsize,2,5
ZN27809,Oregon,0,Basic,College,2011-01-13,Unemployed,F,Suburban,Single,Personal,3,1,Web,SUV,Midsize,1,2
IZ71030,California,0,Basic,College,2011-02-08,Employed,F,Rural,Married,Personal,2,3,Branch,Four-Door Car,Midsize,2,6
LU79958,Washington,0,Basic,Bachelor,2011-01-17,Unemployed,F,Suburban,Single,Personal,1,1,Web,Four-Door Car,Large,1,3
KT30737,California,0,Basic,College,2011-01-29,Unemployed,M,Suburban,Single,Corporate,1,2,Agent,SUV,Midsize,1,4
IU32539,California,0,Extended,Bachelor,2011-02-12,Employed,F,Suburban,Single,Personal,1,4,Branch,Two-Door Car,Midsize,2,6
UI73924,Oregon,0,Basic,Bachelor,2011-01-02,Employed,F,Urban,Married,Personal,3,3,Agent,Two-Door Car,Midsize,1,52
RZ89359,California,0,Basic,College,2011-01-11,Employed,F,Rural,Divorced,Personal,1,4,Web,Four-Door Car,Midsize,1,2
CE21829,Oregon,0,Extended,College,2011-01-30,Employed,M,Rural,Divorced,Personal,3,1,Call Center,SUV,Small,1,4
BU17847,Arizona,1,Basic,Master,2011-01-26,Employed,M,Rural,Single,Personal,2,1,Agent,Sports Car,Midsize,1,4
XA63646,California,0,Premium,Master,2011-01-07,Employed,F,Urban,Married,Personal,3,2,Branch,Four-Door Car,Midsize,1,1
EA40332,Oregon,0,Premium,Bachelor,2011-01-22,Employed,M,Suburban,Divorced,Personal,2,2,Agent,SUV,Midsize,1,3
KB75939,Oregon,0,Extended,Bachelor,2011-01-08,Disabled,F,Rural,Divorced,Corporate,3,3,Branch,Sports Car,Midsize,1,1
PR98117,Oregon,0,Basic,Bachelor,2011-02-11,Employed,F,Rural,Single,Personal,3,2,Branch,Four-Door Car,Midsize,2,6
ZE62067,Arizona,1,Basic,Master,2011-01-31,Disabled,M,Suburban,Divorced,Corporate,3,1,Call Center,Four-Door Car,Small,1,5
AU45793,Arizona,1,Extended,Doctor,2011-02-18,Employed,M,Rural,Divorced,Corporate,3,2,Branch,Four-Door Car,Midsize,2,7
RE29131,Oregon,1,Basic,College,2011-02-10,Employed,F,Rural,Married,Personal,2,2,Branch,SUV,Large,2,6
FZ19620,Oregon,0,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Single,Corporate,3,1,Agent,Four-Door Car,Midsize,2,8
HM93220,Arizona,0,Extended,High School or Below,2011-02-09,Medical Leave,F,Suburban,Married,Personal,2,1,Agent,Sports Car,Midsize,2,6
BO94261,Arizona,0,Basic,Doctor,2011-01-20,Unemployed,M,Rural,Married,Personal,1,2,Call Center,Four-Door Car,Midsize,1,3
TC18805,Washington,0,Extended,Bachelor,2011-01-15,Disabled,M,Urban,Married,Personal,1,1,Agent,SUV,Midsize,1,2
UQ24268,Oregon,0,Extended,High School or Below,2011-02-12,Unemployed,F,Suburban,Married,Personal,1,4,Agent,Four-Door Car,Midsize,2,6
NF25863,Nevada,0,Extended,High School or Below,2011-01-17,Employed,M,Suburban,Married,Personal,3,1,Call Center,Two-Door Car,Midsize,1,3
FD98839,Oregon,0,Basic,College,2011-02-08,Employed,M,Rural,Married,Personal,1,2,Call Center,Two-Door Car,Large,2,6
FN99437,California,0,Basic,College,2011-02-25,Employed,M,Urban,Divorced,Corporate,3,2,Agent,SUV,Midsize,2,8
DZ35379,Arizona,0,Basic,High School or Below,2011-01-27,Employed,F,Urban,Married,Personal,2,2,Branch,Two-Door Car,Midsize,1,4
IA67715,California,0,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Married,Personal,2,4,Branch,Luxury Car,Midsize,2,8
JG61793,Washington,0,Extended,High School or Below,2011-01-18,Unemployed,M,Suburban,Single,Personal,1,1,Branch,Four-Door Car,Small,1,3
CR41258,Nevada,0,Basic,College,2011-02-12,Employed,M,Rural,Married,Personal,3,3,Branch,Four-Door Car,Midsize,2,6
BE75190,California,0,Extended,College,2011-01-13,Employed,M,Suburban,Single,Corporate,1,2,Web,Four-Door Car,Midsize,1,2
EW16697,Arizona,0,Basic,High School or Below,2011-01-16,Employed,F,Rural,Married,Personal,3,4,Agent,Two-Door Car,Midsize,1,2
HI60054,California,0,Extended,Bachelor,2011-02-01,Employed,F,Urban,Married,Personal,2,1,Agent,Two-Door Car,Midsize,2,5
MU57098,Oregon,1,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Personal,1,2,Agent,Four-Door Car,Small,1,3
WB21698,California,0,Extended,High School or Below,2011-02-07,Employed,F,Urban,Married,Personal,3,2,Branch,Four-Door Car,Midsize,2,6
MU75490,Oregon,0,Basic,Bachelor,2011-01-25,Employed,M,Urban,Married,Corporate,3,1,Agent,SUV,Midsize,1,4
UA44429,California,0,Basic,College,2011-01-24,Unemployed,F,Suburban,Married,Personal,3,2,Branch,Four-Door Car,Midsize,1,4
PP64004,Nevada,0,Basic,Bachelor,2011-01-20,Disabled,F,Suburban,Married,Personal,1,1,Agent,SUV,Small,1,3
FI77477,Washington,0,Extended,College,2011-01-23,Unemployed,M,Suburban,Single,Personal,1,4,Agent,SUV,Small,1,3
NT40494,California,0,Basic,High School or Below,2011-02-27,Employed,F,Urban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,2,8
YM98727,California,0,Premium,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Small,1,4
NT77164,Arizona,0,Basic,Doctor,2011-02-09,Medical Leave,M,Rural,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2,6
IL91509,Oregon,0,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Special,3,1,Call Center,Luxury Car,Midsize,1,3
PS47550,California,0,Basic,High School or Below,2011-01-13,Employed,F,Suburban,Married,Personal,3,1,Branch,SUV,Midsize,1,2
PK66498,California,0,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Personal,3,1,Call Center,Two-Door Car,Midsize,1,52
NG93751,California,0,Extended,Bachelor,2011-02-27,Employed,M,Urban,Married,Corporate,3,2,Branch,Two-Door Car,Midsize,2,8
KL84615,Arizona,0,Basic,High School or Below,2011-02-22,Unemployed,M,Suburban,Married,Personal,2,3,Call Center,Four-Door Car,Large,2,8
AP27994,Oregon,0,Basic,High School or Below,2011-02-01,Disabled,F,Suburban,Married,Special,2,3,Agent,Sports Car,Midsize,2,5
TP20456,Arizona,0,Extended,High School or Below,2011-01-01,Employed,M,Suburban,Married,Personal,2,3,Agent,Luxury SUV,Midsize,1,52
OB21477,Oregon,0,Extended,College,2011-01-10,Employed,M,Suburban,Married,Personal,1,3,Branch,Two-Door Car,Midsize,1,2
LH80781,Washington,0,Basic,College,2011-01-25,Unemployed,F,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,1,4
UU70820,Arizona,0,Basic,College,2011-02-22,Employed,F,Urban,Married,Personal,3,2,Call Center,Four-Door Car,Large,2,8
ER66372,California,0,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2,8
XD81935,Oregon,1,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1,4
AT30076,Nevada,0,Extended,High School or Below,2011-01-03,Employed,F,Suburban,Single,Personal,3,3,Agent,Four-Door Car,Small,1,1
EW34576,Arizona,0,Basic,High School or Below,2011-01-25,Employed,F,Suburban,Divorced,Corporate,3,1,Agent,Four-Door Car,Midsize,1,4
XC14741,California,0,Basic,High School or Below,2011-02-26,Employed,M,Urban,Divorced,Corporate,2,2,Branch,Four-Door Car,Midsize,2,8
PG84165,California,0,Extended,High School or Below,2011-01-27,Unemployed,M,Suburban,Single,Personal,3,2,Branch,Four-Door Car,Midsize,1,4
CN16311,Oregon,0,Basic,Master,2011-02-06,Employed,F,Rural,Married,Corporate,3,2,Call Center,Four-Door Car,Midsize,2,5
TZ19823,California,1,Extended,Bachelor,2011-01-26,Employed,F,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,1,4
NC34154,California,0,Basic,High School or Below,2011-02-28,Disabled,F,Suburban,Married,Special,2,2,Web,Two-Door Car,Midsize,2,9
LQ50657,Arizona,1,Extended,High School or Below,2011-01-15,Employed,F,Suburban,Married,Personal,1,2,Agent,Two-Door Car,Large,1,2
JL16084,Arizona,0,Extended,College,2011-01-03,Unemployed,F,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,1,1
CJ81391,Oregon,1,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal,3,2,Web,Four-Door Car,Midsize,2,5
WQ89892,Washington,0,Basic,College,2011-01-08,Unemployed,F,Suburban,Married,Special,1,2,Branch,Two-Door Car,Midsize,1,1
JW70372,Arizona,0,Extended,Doctor,2011-01-22,Employed,F,Rural,Married,Personal,2,2,Branch,Four-Door Car,Midsize,1,3
AW17574,Nevada,0,Extended,Bachelor,2011-01-25,Unemployed,F,Suburban,Divorced,Corporate,3,1,Call Center,SUV,Large,1,4
GL66847,Arizona,1,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal,3,2,Web,Two-Door Car,Midsize,1,4
DC62428,Arizona,0,Basic,High School or Below,2011-01-09,Employed,M,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Midsize,1,1
KR54589,California,0,Basic,High School or Below,2011-01-05,Employed,F,Rural,Married,Personal,3,4,Agent,Four-Door Car,Small,1,1
BC47264,California,0,Extended,College,2011-02-05,Employed,F,Rural,Single,Special,3,3,Agent,Two-Door Car,Midsize,2,5
SN58128,Oregon,0,Extended,College,2011-02-18,Employed,F,Urban,Married,Personal,1,4,Branch,SUV,Small,2,7
TD97297,Oregon,0,Basic,Bachelor,2011-02-25,Employed,M,Urban,Married,Personal,1,3,Agent,Sports Car,Midsize,2,8
TK13024,Oregon,0,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal,3,2,Web,SUV,Midsize,2,5
LR97507,Arizona,0,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Corporate,2,1,Agent,Four-Door Car,Large,2,7
KC14861,Oregon,0,Basic,High School or Below,2011-02-11,Employed,M,Rural,Married,Personal,1,1,Web,Luxury SUV,Midsize,2,6
SP56326,Arizona,0,Premium,High School or Below,2011-01-01,Medical Leave,F,Suburban,Divorced,Personal,3,1,Branch,Four-Door Car,Midsize,1,52
OQ99704,Washington,0,Basic,Bachelor,2011-02-11,Employed,F,Urban,Married,Personal,3,2,Branch,SUV,Small,2,6
GQ92754,Nevada,0,Extended,College,2011-02-12,Unemployed,M,Suburban,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,2,6
DX28320,California,0,Basic,High School or Below,2011-01-29,Unemployed,F,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,1,4
BM83544,Arizona,0,Basic,Bachelor,2011-01-25,Unemployed,F,Suburban,Single,Personal,2,2,Agent,SUV,Midsize,1,4
YB96664,Washington,1,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Divorced,Corporate,3,2,Branch,Two-Door Car,Midsize,1,3
UV46349,Oregon,0,Extended,Bachelor,2011-01-04,Unemployed,F,Rural,Married,Personal,3,3,Call Center,Four-Door Car,Midsize,1,1
MY32188,Oregon,0,Basic,Bachelor,2011-01-20,Unemployed,M,Suburban,Single,Corporate,3,1,Agent,Two-Door Car,Small,1,3
OV87950,California,0,Basic,College,2011-02-14,Employed,M,Suburban,Married,Personal,1,3,Branch,Two-Door Car,Large,2,7
ZG82132,Oregon,1,Premium,Bachelor,2011-01-28,Employed,F,Suburban,Single,Personal,2,1,Branch,Two-Door Car,Midsize,1,4
LZ31103,Oregon,1,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,1,3
HO79663,Arizona,0,Basic,Doctor,2011-02-08,Employed,F,Rural,Married,Personal,2,1,Branch,Sports Car,Midsize,2,6
RS57109,Arizona,0,Premium,Bachelor,2011-01-20,Employed,F,Rural,Married,Personal,2,1,Agent,Two-Door Car,Midsize,1,3
NA21420,Oregon,0,Basic,Bachelor,2011-02-03,Employed,F,Rural,Divorced,Corporate,3,2,Agent,Four-Door Car,Midsize,2,5
MY98825,California,0,Basic,Bachelor,2011-02-02,Employed,F,Rural,Divorced,Corporate,2,3,Web,Two-Door Car,Midsize,2,5
VW73816,Oregon,0,Basic,Bachelor,2011-01-28,Employed,M,Urban,Married,Personal,3,1,Agent,SUV,Midsize,1,4
FN66189,Oregon,0,Extended,College,2011-02-08,Employed,F,Rural,Married,Personal,3,4,Branch,Four-Door Car,Midsize,2,6
HU75748,Arizona,0,Basic,High School or Below,2011-02-13,Unemployed,F,Suburban,Single,Personal,2,3,Branch,Two-Door Car,Midsize,2,6
OS11465,Oregon,0,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Special,1,4,Call Center,SUV,Midsize,1,2
UY61913,Oregon,0,Basic,College,2011-02-11,Disabled,M,Urban,Married,Personal,2,1,Agent,SUV,Midsize,2,6
OD70577,Arizona,0,Extended,College,2011-02-28,Unemployed,F,Suburban,Single,Personal,3,1,Branch,Two-Door Car,Midsize,2,9
DC91024,Oregon,0,Basic,Bachelor,2011-02-07,Unemployed,M,Suburban,Single,Personal,3,4,Branch,Two-Door Car,Small,2,6
MF23895,Arizona,0,Basic,College,2011-01-13,Employed,F,Rural,Married,Corporate,3,4,Agent,Four-Door Car,Midsize,1,2
AA10041,California,0,Basic,High School or Below,2011-02-02,Unemployed,M,Suburban,Single,Personal,3,1,Call Center,SUV,Midsize,2,5
UE72026,California,0,Extended,College,2011-01-28,Employed,F,Rural,Divorced,Personal,2,3,Agent,Sports Car,Small,1,4
SE78641,Arizona,0,Basic,Bachelor,2011-01-16,Unemployed,M,Suburban,Single,Personal,2,1,Call Center,Two-Door Car,Large,1,2
YC69616,Arizona,1,Basic,College,2011-01-24,Retired,F,Suburban,Married,Personal,3,2,Branch,Two-Door Car,Large,1,4
SM10254,Oregon,1,Extended,Bachelor,2011-01-10,Medical Leave,F,Suburban,Married,Personal,1,2,Agent,SUV,Small,1,2
AG45299,California,0,Basic,College,2011-01-20,Employed,M,Rural,Divorced,Personal,3,2,Web,SUV,Small,1,3
KS45476,Washington,0,Extended,High School or Below,2011-02-10,Employed,F,Suburban,Single,Personal,3,1,Agent,Sports Car,Large,2,6
No69427,California,0,Basic,High School or Below,2011-02-07,Employed,M,Rural,Married,Corporate,3,4,Agent,Four-Door Car,Midsize,2,6
BA52133,California,0,Basic,Master,2011-02-11,Employed,M,Suburban,Married,Personal,2,3,Call Center,Four-Door Car,Small,2,6
XV30885,California,0,Basic,College,2011-01-25,Employed,M,Urban,Divorced,Personal,3,1,Agent,SUV,Midsize,1,4
LU79865,Nevada,0,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Divorced,Personal,1,1,Agent,Four-Door Car,Small,2,8
BL29046,Oregon,1,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Corporate,2,2,Branch,Four-Door Car,Midsize,2,8
AM34581,Oregon,0,Extended,Bachelor,2011-01-05,Employed,F,Rural,Married,Corporate,2,2,Branch,Two-Door Car,Midsize,1,1
YN75239,Oregon,0,Basic,College,2011-01-12,Employed,M,Rural,Married,Personal,3,3,Agent,Luxury SUV,Small,1,2
OJ84485,California,0,Basic,High School or Below,2011-01-27,Medical Leave,M,Suburban,Married,Personal,2,1,Call Center,SUV,Midsize,1,4
JA12995,Oregon,0,Basic,College,2011-02-15,Unemployed,F,Suburban,Married,Personal,3,3,Agent,Four-Door Car,Midsize,2,7
OD85990,Oregon,0,Basic,Bachelor,2011-02-14,Disabled,F,Suburban,Divorced,Corporate,3,1,Branch,SUV,Midsize,2,7
NZ57264,California,0,Basic,Bachelor,2011-01-26,Unemployed,M,Suburban,Single,Personal,3,4,Call Center,SUV,Midsize,1,4
OL39995,Oregon,0,Basic,Bachelor,2011-02-25,Unemployed,M,Suburban,Divorced,Personal,2,4,Agent,Four-Door Car,Midsize,2,8
LK51620,California,0,Premium,High School or Below,2011-01-15,Employed,M,Suburban,Married,Corporate,3,1,Branch,Four-Door Car,Small,1,2
ZB91993,Arizona,1,Extended,College,2011-01-25,Retired,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1,4
SZ60342,Arizona,0,Basic,College,2011-01-13,Employed,M,Suburban,Married,Personal,3,1,Agent,Two-Door Car,Small,1,2
WE80653,Oregon,0,Basic,Bachelor,2011-02-03,Unemployed,F,Rural,Divorced,Personal,3,1,Agent,SUV,Midsize,2,5
EE28119,Arizona,0,Premium,Bachelor,2011-02-03,Employed,F,Urban,Divorced,Personal,3,1,Agent,Two-Door Car,Midsize,2,5
GA49547,Washington,0,Basic,High School or Below,2011-02-18,Employed,M,Rural,Married,Personal,3,1,Branch,Four-Door Car,Midsize,2,7
BA92673,Oregon,0,Basic,High School or Below,2011-02-05,Unemployed,F,Rural,Married,Personal,2,2,Web,Four-Door Car,Large,2,5
KL29678,Oregon,0,Basic,Master,2011-01-08,Employed,F,Suburban,Married,Personal,3,2,Agent,Sports Car,Midsize,1,1
HL84679,Oregon,0,Extended,Bachelor,2011-02-17,Unemployed,F,Suburban,Married,Personal,3,3,Call Center,Four-Door Car,Midsize,2,7
GH94657,California,0,Basic,Bachelor,2011-01-27,Disabled,M,Suburban,Married,Personal,2,2,Call Center,Four-Door Car,Midsize,1,4
EZ71780,Arizona,0,Extended,High School or Below,2011-02-21,Disabled,F,Suburban,Divorced,Special,1,3,Agent,Four-Door Car,Midsize,2,8
BW76745,Oregon,1,Basic,Doctor,2011-01-29,Employed,M,Rural,Divorced,Personal,2,1,Agent,Four-Door Car,Large,1,4
TN64240,California,0,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Divorced,Corporate,3,4,Call Center,Four-Door Car,Small,2,8
AE23906,Arizona,1,Basic,College,2011-01-28,Employed,M,Rural,Married,Personal,2,1,Branch,Four-Door Car,Midsize,1,4
KX18446,Washington,1,Extended,High School or Below,2011-02-13,Employed,M,Suburban,Married,Corporate,2,2,Agent,Two-Door Car,Midsize,2,6
NR66922,Oregon,0,Extended,Master,2011-02-18,Employed,M,Rural,Married,Corporate,3,3,Agent,Four-Door Car,Midsize,2,7
PQ27923,Washington,0,Extended,Master,2011-01-08,Employed,M,Urban,Divorced,Personal,2,3,Agent,Two-Door Car,Midsize,1,1
No81415,Arizona,0,Extended,Bachelor,2011-02-01,Employed,M,Suburban,Married,Personal,3,4,Call Center,Four-Door Car,Small,2,5
OI48534,California,0,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Personal,1,3,Web,Four-Door Car,Midsize,2,7
FH83537,California,0,Basic,High School or Below,2011-01-04,Unemployed,F,Suburban,Single,Personal,3,3,Agent,Sports Car,Midsize,1,1
VH94792,California,0,Basic,Bachelor,2011-01-21,Unemployed,F,Suburban,Single,Special,3,2,Web,Four-Door Car,Midsize,1,3
VD37089,Washington,0,Extended,College,2011-01-07,Employed,M,Suburban,Divorced,Corporate,1,2,Branch,Four-Door Car,Midsize,1,1
UW68708,California,0,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Single,Personal,2,1,Web,Four-Door Car,Midsize,1,3
PV39600,California,0,Premium,Bachelor,2011-01-06,Employed,M,Suburban,Divorced,Personal,3,4,Agent,Two-Door Car,Small,1,1
ZD42919,California,0,Basic,Master,2011-01-09,Employed,M,Urban,Married,Personal,1,2,Call Center,SUV,Midsize,1,1
ZX68434,California,0,Extended,Doctor,2011-01-13,Unemployed,F,Suburban,Divorced,Personal,2,3,Web,SUV,Midsize,1,2
CH81088,Oregon,0,Extended,Bachelor,2011-02-02,Employed,F,Urban,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,2,5
SV68939,Arizona,0,Extended,Master,2011-02-27,Employed,F,Rural,Married,Personal,3,2,Agent,SUV,Midsize,2,8
WI81695,Oregon,0,Extended,College,2011-01-27,Unemployed,F,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1,4
OU50429,California,0,Basic,Bachelor,2011-02-04,Employed,M,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Small,2,5
TE44937,Oregon,1,Basic,High School or Below,2011-02-23,Disabled,F,Suburban,Married,Personal,2,2,Agent,SUV,Small,2,8
GC29421,California,0,Basic,High School or Below,2011-01-08,Employed,F,Rural,Divorced,Personal,3,3,Call Center,Four-Door Car,Midsize,1,1
RF71693,Arizona,0,Basic,Bachelor,2011-01-30,Employed,F,Urban,Married,Corporate,3,1,Agent,Four-Door Car,Midsize,1,4
JZ22920,Arizona,0,Extended,Master,2011-01-30,Employed,M,Suburban,Married,Personal,3,3,Agent,Four-Door Car,Midsize,1,4
